views,comments,freq,month-year,moving-avg-views,piecewise-views,moving-avg-comments,piecewise-comments,moving-avg-freq,piecewise-freq
0,0,0,2008-01-01,0.0,-130.7418841120884,0.0,-0.7100546402588293,0.0,-0.006418533812696701
0,0,0,2008-02-01,0.0,-125.68781755759363,0.0,-0.6886698639171508,0.0,-0.005841115296456146
0,0,0,2008-03-01,0.0,-120.63375100309887,0.0,-0.6672850875754723,0.0,-0.005263696780215591
0,0,0,2008-04-01,0.0,-115.5796844486041,0.0,-0.6459003112337939,0.0,-0.004686278263975036
0,0,0,2008-05-01,0.0,-110.52561789410933,0.0,-0.6245155348921154,0.0,-0.0041088597477344805
0,0,0,2008-06-01,0.0,-105.47155133961456,0.0,-0.603130758550437,0.0,-0.0035314412314939253
0,0,0,2008-07-01,0.0,-100.4174847851198,0.0,-0.5817459822087585,0.0,-0.00295402271525337
0,0,0,2008-08-01,0.0,-95.36341823062503,0.0,-0.56036120586708,0.0,-0.002376604199012815
0,0,0,2008-09-01,0.0,-90.30935167613026,0.0,-0.5389764295254016,0.0,-0.0017991856827722598
0,0,0,2008-10-01,0.0,-85.2552851216355,0.0,-0.5175916531837231,0.0,-0.0012217671665317046
0,0,0,2008-11-01,0.0,-80.20121856714073,0.0,-0.4962068768420447,0.0,-0.0006443486502911494
0,0,0,2008-12-01,0.0,-75.14715201264596,0.0,-0.4748221005003662,0.0,-6.693013405059418e-05
0,0,0,2009-01-01,0.0,-70.0930854581512,0.0,-0.45343732415868776,0.0,0.000510488382189961
0,0,0,2009-02-01,0.0,-65.03901890365643,0.0,-0.4320525478170093,0.0,0.0010879068984305162
0,0,0,2009-03-01,0.0,-59.98495234916166,0.0,-0.41066777147533085,0.0,0.0016653254146710714
0,0,0,2009-04-01,0.0,-54.93088579466689,0.0,-0.3892829951336524,0.0,0.0022427439309116266
0,0,0,2009-05-01,0.0,-49.876819240172125,0.0,-0.36789821879197393,0.0,0.002820162447152182
0,0,0,2009-06-01,0.0,-44.82275268567736,0.0,-0.3465134424502955,0.0,0.003397580963392737
0,0,0,2009-07-01,0.0,-39.76868613118259,0.0,-0.325128666108617,0.0,0.003974999479633292
0,0,0,2009-08-01,0.0,-34.714619576687824,0.0,-0.30374388976693856,0.0,0.004552417995873847
0,0,0,2009-09-01,0.0,-29.660553022193056,0.0,-0.2823591134252601,0.0,0.0051298365121144026
0,0,0,2009-10-01,0.0,-24.60648646769829,0.0,-0.26097433708358164,0.0,0.005707255028354958
0,0,0,2009-11-01,0.0,-19.552419913203522,0.0,-0.23958956074190318,0.0,0.006284673544595513
0,0,0,2009-12-01,0.0,-14.498353358708755,0.0,-0.21820478440022473,0.0,0.006862092060836068
0,0,0,2010-01-01,0.0,-9.444286804213988,0.0,-0.19682000805854627,0.0,0.007439510577076623
0,0,0,2010-02-01,0.0,-4.390220249719221,0.0,-0.1754352317168678,0.0,0.00801692909331718
0,0,0,2010-03-01,0.0,0.6638463047755465,0.0,-0.15405045537518935,0.0,0.008594347609557733
0,0,0,2010-04-01,0.0,5.717912859270314,0.0,-0.1326656790335109,0.0,0.00917176612579829
0,0,0,2010-05-01,0.0,10.77197941376508,0.0,-0.11128090269183244,0.0,0.009749184642038843
0,0,0,2010-06-01,0.0,15.826045968259848,0.0,-0.08989612635015398,0.0,0.010326603158279397
0,0,0,2010-07-01,0.0,20.880112522754615,0.0,-0.06851135000847552,0.0,0.010904021674519954
0,0,0,2010-08-01,0.0,25.934179077249382,0.0,-0.04712657366679707,0.0,0.01148144019076051
0,0,0,2010-09-01,0.0,30.98824563174415,0.0,-0.02574179732511861,0.0,0.012058858707001064
0,0,0,2010-10-01,0.0,36.04231218623892,0.0,-0.004357020983440152,0.0,0.012636277223241617
0,0,0,2010-11-01,0.0,41.096378740733684,0.0,0.017027755358238306,0.0,0.013213695739482174
0,0,0,2010-12-01,0.0,46.15044529522845,0.0,0.03841253169991676,0.0,0.013791114255722731
0,0,0,2011-01-01,0.0,51.20451184972322,0.0,0.05979730804159522,0.0,0.014368532771963285
0,0,0,2011-02-01,0.0,56.258578404217985,0.0,0.08118208438327368,0.0,0.014945951288203838
0,0,0,2011-03-01,0.0,61.31264495871275,0.0,0.10256686072495214,0.0,0.015523369804444395
0,0,0,2011-04-01,0.0,66.36671151320752,0.0,0.1239516370666306,0.0,0.016100788320684952
0,0,0,2011-05-01,0.0,71.42077806770229,0.0,0.14533641340830905,0.0,0.016678206836925506
0,0,0,2011-06-01,0.0,76.47484462219705,0.0,0.1667211897499875,0.0,0.01725562535316606
0,0,0,2011-07-01,0.0,81.52891117669182,0.0,0.18810596609166597,0.0,0.017833043869406616
0,0,0,2011-08-01,0.0,86.58297773118659,0.0,0.20949074243334442,0.0,0.018410462385647173
0,0,0,2011-09-01,0.0,91.63704428568136,0.0,0.23087551877502288,0.0,0.018987880901887726
0,0,0,2011-10-01,0.0,96.69111084017612,0.0,0.25226029511670134,0.0,0.01956529941812828
0,0,0,2011-11-01,0.0,101.74517739467089,0.0,0.2736450714583798,0.0,0.020142717934368837
0,0,0,2011-12-01,0.0,106.79924394916566,0.0,0.29502984780005836,0.0,0.020720136450609394
0,0,0,2012-01-01,0.0,111.85331050366042,0.0,0.3164146241417367,0.0,0.021297554966849947
0,0,0,2012-02-01,0.0,116.90737705815519,0.0,0.33779940048341506,0.0,0.0218749734830905
0,0,0,2012-03-01,0.0,121.96144361264996,0.0,0.3591841768250936,0.0,0.022452391999331058
0,0,0,2012-04-01,0.0,127.01551016714475,0.0,0.3805689531667722,0.0,0.023029810515571614
